customer_id,credit_score,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn,since_release
15675522,801,30,9,75005.63447,2,1,1,74169.13,0,0
15705512,668,37,6,167864.4,2,1,0,115638.29,0,1
15698028,506,41,1,0.0,2,1,0,31766.3,0,1
15661670,357,31,8,107818.63,1,0,0,199725.39,1,1
15600781,699,34,4,185173.81,4,1,0,120834.48,0,1
15682472,828,34,8,193871.2984,2,0,0,38131.77,0,1
15580203,674,39,6,120193.42,1,0,0,148919.2865,0,0
15690673,656,39,6,0.0,2,1,0,141069.88,0,1
15760085,684,37,10,126384.42,1,1,1,198129.36,0,1
15149170,625,28,3,0.0,1,0,0,183646.41,0,1
15627360,852,42,9,152603.45,3,1,0,110265.24,1,1
15671137,549,52,1,0.0,1,0,1,8636.05,1,1
15782688,625,56,0,148507.24,1,1,0,46824.08,1,1
15575492,828,41,7,0.0,2,1,0,171378.77,0,1
15591607,770,24,9,101827.07,1,1,0,167256.35,0,0
15740404,758,56,3,0.0,2,1,1,124226.16,0,0
15718369,795,33,8,130862.43,1,1,1,114935.21,0,1
15677871,687,38,9,122570.87,1,1,1,35608.88,0,1
15642004,686,25,1,0.0,2,0,1,16459.37,0,0
15712543,789,39,2,124828.46,2,1,1,149091.4921,0,0
15584518,589,50,5,144895.05,2,1,0,34941.23,0,0
15802381,461,34,5,63663.93,1,0,1,167784.28,0,0
15610156,864,40,2,133463.1,1,0,1,93165.34,0,1
15594408,584,48,2,52681.48043,1,1,0,75161.25,1,0
15640905,579,35,1,129490.36,2,0,1,8590.83,1,0
15698932,558,44,10,137452.09,1,1,0,139286.7258,0,0
15724944,663,34,7,0.0,2,1,1,180427.24,0,0
15628145,682,43,5,125851.93,1,1,1,193318.33,0,0
15713483,793,52,2,0.0,1,1,0,159123.82,1,0
15612350,691,31,5,40915.55,1,1,0,126213.84,1,0
15800703,485,21,5,113157.22,1,1,1,54141.5,0,0
15705707,635,29,8,138296.94,2,1,0,141075.51,0,0
15754105,650,58,5,128241.1733,1,0,0,24495.03,0,0
15703264,735,44,9,108971.9204,1,1,0,74836.34,0,0
15794413,416,32,0,0.0,2,0,1,133523.8977,0,1
15650237,754,32,7,0.0,2,1,0,89520.75,0,0
15759618,535,59,8,0.0,1,1,0,149892.79,1,1
15513558,716,42,8,0.0,2,1,0,180800.42,0,0
15689044,539,37,2,127609.59,1,1,0,98646.22,0,0
15709368,614,43,8,0.0,1,1,1,109041.53,0,0
15679145,863,47,7,0.0,1,1,0,17941.16,1,1
15655007,758,54,7,0.0,2,0,0,82996.47,0,0
15623595,586,28,2,0.0,2,0,1,92067.35,0,1
15589975,646,73,6,97259.25,1,0,1,104719.66,0,0
15804017,631,58,4,123246.7,1,0,0,112687.57,0,1
15692132,717,22,6,101060.25,1,0,1,84699.56,0,1
15641122,684,30,2,0.0,2,0,0,83473.82,0,1
15630910,800,49,7,108007.36,1,0,0,47125.11,0,0
15680772,721,36,2,0.0,2,1,1,106977.8,0,0
15658929,683,29,6,133702.89,1,1,0,55582.54,1,0
15585388,660,31,9,125189.75,2,1,1,139874.43,0,1
15724623,326,24,7,113034.22,1,1,0,162503.48,0,1
15588537,615,41,9,161576.0214,1,1,0,196499.96,0,0
15574692,667,39,2,0.0,2,1,0,40721.24,1,0
15611325,682,24,9,57929.81,2,0,0,53134.3,0,1
15587562,484,29,4,130114.39,1,1,0,164017.89,0,0
15613172,628,27,5,95826.49,2,1,0,155996.96,0,1
15651022,480,44,10,129608.57,1,1,0,5472.7,1,1
15586310,578,30,4,169462.09,1,1,0,112187.11,0,0
15625524,512,40,5,0.0,2,1,1,146457.83,0,1
15755209,484,35,7,78993.81114,1,1,1,27286.1,0,0
15645248,510,30,0,0.0,2,1,0,130553.47,0,1
15790355,606,56,5,190479.48,2,0,0,179351.89,0,0
15762615,597,40,8,101993.12,3,0,1,32644.67383,0,0
15625426,347,55,3,161608.81,1,1,0,8080.85,1,0
15507152,850,45,2,19712.77232,1,1,1,19482.5,0,0
15250518,510,65,2,0.0,2,1,1,48071.61,0,1
15621075,778,45,1,162150.42,2,1,0,174531.27,0,1
15810845,636,42,2,0.0,2,1,1,55470.78,0,1
15719377,804,50,4,0.0,1,1,1,8546.87,1,0
15654506,514,32,8,0.0,2,1,0,95857.18,0,1
15771977,730,39,1,99010.67,1,1,0,194945.8,0,0
15708710,525,37,0,0.0,1,0,1,131521.72,0,1
15726676,616,30,5,0.0,2,0,1,196108.51,0,0
15587421,687,34,7,185540.3266,2,1,0,148564.76,0,1
15726931,715,41,8,56214.85,2,0,0,92982.61,1,0
15771086,512,36,3,84327.77,2,1,0,17675.36,0,0
15756850,479,40,1,0.0,2,0,0,114996.43,0,0
15702741,601,32,8,93012.89,1,1,0,86957.42,0,0
15679200,580,29,9,61710.44,2,1,0,128077.8,0,0
15594815,807,35,3,174790.15,1,1,1,600.36,0,1
15635905,616,32,6,0.0,2,1,1,43001.46,0,0
15777892,721,37,3,107720.64,1,0,1,158591.12,0,1
15656176,501,57,9,0.0,2,1,1,47847.19,0,0
15811127,521,35,6,96423.84,1,1,0,10488.44,0,0
15604482,850,30,2,141040.01,1,1,1,5978.2,0,0
15622911,759,42,4,105420.18,1,0,1,121409.06,0,0
15600974,516,50,5,0.0,1,0,1,146145.93,1,1
15727868,543,38,2,129022.06,2,1,1,14374.86,1,1
15627801,512,33,3,176666.62,1,1,0,94670.77,0,1
15773039,550,37,3,0.0,1,1,1,179670.31,0,1
15755262,608,59,3,143931.1777,1,0,0,72660.99311,1,1
15679531,618,34,4,134954.53,1,0,1,151954.39,0,0
15684181,643,45,5,0.0,1,1,0,142513.5,1,1
15612087,991,20,2,106376.85,1,0,0,158264.62,0,1
15752047,689,25,2,161814.64,2,1,0,169381.9,0,1
15624592,603,31,8,0.0,2,1,1,169915.02,0,0
15573152,620,41,3,0.0,2,0,0,88852.47,0,1
15594917,676,34,1,45249.07372,4,1,1,40645.81,0,1
15602051,572,26,4,118287.01,2,0,0,60427.3,0,0
15723488,668,47,7,35292.14963,1,0,1,157959.02,1,0
15680920,695,46,7,49512.55,1,1,0,133007.34,0,0
15786308,730,33,9,0.0,2,0,0,176576.62,0,1
15659366,807,43,1,105799.32,2,1,0,34888.04,1,0
15774854,592,54,8,121429.887,1,1,1,28737.71,0,0
15725311,726,31,9,114722.05,2,1,1,98178.57,0,0
15787155,514,30,7,0.0,1,0,1,125010.24,0,0
15727829,567,42,2,0.0,2,1,1,167984.61,0,0
15733247,850,33,10,0.0,1,1,0,4861.72,1,1
15568748,671,45,6,99564.22,1,1,1,43916.87561,1,1
15826059,670,37,4,170557.91,2,1,0,198252.88,0,1
15774393,694,30,9,0.0,2,1,1,26960.31,0,1
15676895,547,39,6,74596.15,3,1,1,85746.52,1,0
15637753,751,50,2,96888.39,1,1,0,77206.25,0,0
15605461,594,29,3,130830.22,1,1,0,61048.53,0,1
15808473,673,72,1,0.0,1,0,1,111981.19,0,1
15627000,610,48,0,0.0,2,1,0,62232.6,0,0
15787174,512,37,1,0.0,2,0,1,156105.03,0,1
15723886,767,20,3,119714.25,2,0,1,150135.38,0,0
15434631,585,67,5,113978.97,2,0,1,93146.11,0,1
15297487,763,42,6,100160.75,1,1,0,33462.94,1,1
15711540,712,29,2,0.0,1,1,1,144375.0,0,0
15764866,539,43,3,116220.5,3,1,0,55803.96,0,1
15794056,668,46,2,0.0,3,0,0,89048.46,1,1
15795149,703,28,2,81173.83,3,0,1,162812.16,0,0
15812009,662,38,8,0.0,2,1,0,136259.65,0,0
15068768,358,39,2,116803.8,1,1,0,124052.97,0,0
15813844,703,37,8,105961.68,2,0,0,74158.8,0,0
15596175,659,67,6,117411.6,1,1,1,45071.09,1,0
15576269,523,34,7,0.0,2,1,0,62030.06,0,1
15797219,635,40,10,123497.58,1,1,0,131953.23,1,0
15685500,772,26,7,152400.51,2,0,0,79414.0,0,0
15599792,545,37,1,0.0,4,1,1,199638.56,0,0
15657566,634,24,8,103097.85,1,1,1,157577.29,0,0
15285685,739,54,8,126418.14,1,1,0,134420.75,1,1
15628112,771,36,5,77846.9,1,0,0,99805.99,0,0
15753754,661,29,1,0.0,2,1,1,58673.39554,0,1
15793726,681,62,9,0.0,2,0,1,73533.60185,0,1
15694717,544,37,2,79731.91,1,1,1,57558.95,0,0
15665834,696,28,8,0.0,1,0,0,176713.47,0,1
15765297,597,41,0,0.0,2,0,1,34283.23,0,1
15636684,727,34,10,0.0,2,1,1,198637.34,0,0
15592979,671,34,6,37266.67,2,0,0,156917.12,0,0
15504330,693,74,6,127992.25,1,1,1,79680.09213,0,1
15607178,850,38,1,54901.01,4,1,1,140075.55,0,0
15713853,732,42,9,108748.08,2,1,1,65323.11,0,0
15673481,726,48,6,147763.0,1,0,0,64323.24,0,1
15291981,557,32,6,184686.41,2,1,0,14956.44,0,0
15673693,682,26,0,182380.72,1,0,1,111879.21,0,1
15700696,738,31,9,79019.8,1,1,1,18606.23,0,1
15543606,531,36,9,99240.51,1,1,0,123137.01,0,0
15653857,729,34,2,0.0,2,1,0,148528.24,0,1
15777076,651,36,4,0.0,2,1,0,94835.58302,0,1
15717398,549,72,7,0.0,1,0,0,81259.25,1,0
15799217,791,35,2,52436.2,1,1,0,161051.75,0,1
15787071,650,41,9,0.0,2,0,1,191599.67,0,1
15619955,733,34,3,100337.96,3,1,0,48559.19,1,1
15796505,811,34,1,149297.19,2,1,1,61015.15731,0,0
15725166,707,30,8,0.0,2,1,0,33159.37,0,0
15800116,712,41,4,145605.44,2,0,1,93883.53,0,0
15758685,706,69,7,0.0,2,1,1,110899.3,0,0
15694456,756,62,3,0.0,1,1,1,11199.04,1,1
15767339,777,53,3,0.0,2,1,0,189992.97,0,1
15683562,646,35,6,84026.86,1,0,1,164255.69,0,0
15782210,714,46,1,0.0,1,1,0,152167.79,1,1
15668893,782,39,8,0.0,2,1,1,33949.67,0,1
15669169,775,29,10,0.0,2,1,1,68143.93,0,0
15436055,549,35,4,138718.92,1,1,1,47251.79,1,0
15699389,807,42,7,176302.5477,3,1,1,25885.72,0,1
15708608,799,22,8,174185.98,2,0,1,192633.85,0,1
15626144,675,40,7,113208.86,2,1,0,34577.36,0,1
15573112,602,29,5,103907.28,1,0,0,161229.84,0,1
15790678,475,32,8,119023.28,1,1,0,100816.29,0,1
15727556,744,35,5,166297.89,1,1,1,181694.44,0,1
15697307,588,48,10,0.0,2,1,0,79078.91,0,0
15652266,703,42,9,63227.0,1,0,1,137316.32,0,0
15741876,747,41,5,94521.17,2,1,0,194926.86,0,1
15655774,583,27,7,0.0,2,0,0,51285.49,0,0
15590241,750,34,9,88103.66912,1,0,0,150401.53,1,1
15785819,681,38,3,0.0,2,1,1,112491.96,0,1
15723654,773,25,2,135903.33,1,1,0,73656.38,0,1
15774510,714,31,4,125169.26,1,1,1,106636.89,0,0
15684173,687,44,7,0.0,3,1,0,155853.52,0,1
15650068,511,58,0,134874.2117,1,1,1,162599.51,0,1
15811490,627,33,5,0.0,2,1,1,103737.82,0,1
15803976,694,31,10,0.0,2,1,0,115571.4891,0,0
15682541,616,36,6,132311.71,3,0,0,15462.84,0,0
15695699,687,35,8,0.0,2,1,0,10334.05,0,1
15624188,845,33,6,0.0,2,1,0,190686.16,0,1
15812191,553,33,4,118082.89,1,0,0,94440.45,0,0
15636673,709,31,1,119266.69,1,1,1,185382.3358,0,1
15594898,731,43,2,0.0,1,0,1,170034.95,1,1
15660211,629,35,7,156847.29,2,0,0,167114.3347,0,1
15773972,592,50,4,118732.737,1,1,0,127166.49,1,1
15746726,438,31,8,78398.69,1,1,0,44937.01,0,0
15712287,652,80,4,0.0,2,1,1,188603.07,0,0
15702919,729,30,6,63669.42,1,1,0,145111.37,0,0
15674398,642,38,3,0.0,2,0,0,171463.83,0,1
15797960,806,59,0,135296.33,1,0,0,182822.5,0,1
15631868,744,36,2,153804.44,1,0,1,87213.33,0,0
15581539,474,37,3,0.0,3,0,0,57175.32,0,1
15087782,559,49,2,147069.78,1,1,0,120540.83,1,0
15666252,706,42,9,0.0,2,1,0,28714.34,0,0
15677512,628,23,3,117954.7517,1,1,0,85426.28,0,1
15626114,429,24,4,95741.75,1,1,0,46170.75,0,1
15810834,525,57,2,145965.33,1,0,1,64448.36,0,1
15678910,680,30,8,141441.75,1,1,1,16278.97,0,0
15694408,749,40,1,83755.73707,1,1,0,182855.42,1,0
15585215,763,31,4,0.0,2,0,0,50404.72,0,0
15607170,734,30,3,0.0,2,1,0,107640.25,0,0
15736601,716,35,1,144428.87,1,1,0,134132.65,0,1
15601848,594,35,2,0.0,2,1,0,103480.69,0,0
15736008,644,27,9,70150.49674,1,1,0,36666.92748,1,1
15669064,671,35,1,36479.86459,1,1,1,179012.3,0,0
15624528,998,26,7,116244.14,2,1,1,95145.14,0,1
15598493,656,50,7,190029.899,2,0,1,72143.44,0,0
15601274,667,40,1,146502.07,1,1,0,19162.89,0,0
15702669,616,44,2,159117.2807,2,0,1,144680.18,0,1
15728669,584,30,8,112013.81,1,1,0,177772.03,1,1
15742668,626,34,0,108269.37,1,1,0,5597.94,0,1
15697441,485,29,5,182123.79,1,1,0,116828.51,1,1
15740476,659,32,3,150923.74,2,0,1,174652.51,0,0
15648064,858,33,2,0.0,2,1,0,2010.98,0,0
15636624,805,39,5,165272.13,1,1,0,14109.85,1,1
15807923,716,39,10,115301.31,1,1,0,43527.4,1,0
15745844,316,40,6,53725.07736,1,0,1,86099.23,1,0
15786170,659,31,4,118342.26,1,0,0,17546.78863,0,0
15681081,807,47,5,116519.0052,2,1,1,38970.14,0,1
15684484,543,22,8,0.0,2,0,0,127587.22,0,1
15785869,718,25,7,0.0,2,0,0,30380.12,0,0
15763859,840,43,7,71064.97712,2,1,0,90908.95,0,0
15658935,630,34,9,106937.05,2,1,0,138275.01,0,0
15747358,643,59,3,170331.37,1,1,1,32171.79,0,0
15735203,654,32,1,80093.21576,1,1,1,126143.23,0,0
15576256,582,39,5,0.0,2,1,1,129892.93,0,0
15659420,659,32,3,107594.11,2,1,1,102416.84,0,1
15593365,762,39,2,81273.13,4,0,1,18719.67,0,1
15777352,568,32,7,169399.6,1,1,0,61936.22,0,0
15812007,670,25,6,0.0,2,1,1,78358.94,0,1
15625461,613,45,1,187841.99,2,1,1,147224.27,0,0
15739438,539,30,0,0.0,2,1,0,160979.66,0,1
15611759,850,57,8,126776.3,2,1,1,132298.49,0,0
15661629,522,34,9,126436.29,1,1,0,174248.52,1,1
15633950,737,79,1,101960.74,1,1,1,123547.28,0,0
15096736,520,58,3,0.0,2,0,1,32790.02,0,1
15803716,331,28,3,0.0,2,0,1,181543.67,0,0
15696674,602,45,2,150842.93,1,0,1,2319.96,1,0
15706365,690,50,9,102535.57,1,1,1,189543.19,0,1
15745088,443,29,0,99027.61,2,1,0,10940.4,0,0
15676715,640,68,9,0.0,1,1,1,199493.38,0,0
15613085,628,20,3,0.0,1,1,1,188193.25,0,0
15633537,540,59,9,87271.41,2,1,0,172572.64,0,1
15594720,460,35,8,102742.91,2,1,0,189339.6,0,0
15684042,636,34,2,40105.51,2,0,1,53512.16,0,1
15583303,593,29,2,152265.43,1,1,0,34004.44,0,1
15611579,801,42,4,141947.67,1,1,1,10598.29,0,0
15774696,640,23,1,106307.91,2,0,1,113428.77,0,1
15694506,611,31,0,107884.81,2,1,1,183487.98,0,1
15688074,802,31,1,125013.72,1,1,1,187658.09,0,1
15759537,717,35,7,58469.37,2,1,1,172459.39,0,1
15758449,769,39,8,0.0,1,0,0,21016.0,0,1
15583456,745,45,10,117231.63,3,1,1,122381.02,1,0
15667871,572,35,5,152390.26,1,1,0,128123.66,0,0
15677371,629,30,2,34013.63,1,1,0,19570.63,0,1
15145901,687,39,2,0.0,3,0,0,7690.349759,1,1
15713578,483,50,9,0.0,1,0,1,111020.24,0,0
15591509,690,36,7,101583.11,2,1,0,123775.15,0,1
15106827,492,30,10,77168.87,2,0,1,146700.22,0,1
15622993,709,28,8,124695.72,2,1,0,107155.1882,0,0
15942233,408,44,3,105934.96,1,1,0,82463.69,0,0
15720910,560,66,9,152023.3878,1,1,1,15928.49,0,0
15721181,611,46,6,0.0,2,1,0,45886.33,0,0
15776433,730,62,2,0.0,2,1,0,186489.95,0,0
15748936,709,45,1,0.0,2,0,1,162922.65,0,1
15717225,544,20,10,161525.96,2,1,0,9262.77,0,1
15685226,712,29,7,147199.07,1,1,1,84932.4,0,0
15785611,752,38,3,183102.29,1,1,1,71557.12,0,0
15573456,648,46,9,127209.0,2,1,0,77405.95,1,0
15684548,556,38,8,0.0,2,0,0,417.41,1,0
15620505,594,24,0,97378.54,1,1,1,71405.17,0,1
15807432,645,37,2,136925.09,2,0,1,153400.24,0,0
15584766,557,33,3,44044.56942,1,1,1,371.05,0,0
15612187,547,32,8,155726.85,1,1,0,67789.99,0,1
15762218,701,39,9,0.0,2,0,1,145894.9,0,0
15646372,616,66,1,135842.41,1,1,0,183840.51,1,0
15690452,605,52,1,63349.75,1,1,0,108887.44,0,1
15747795,593,63,4,106373.8981,1,1,1,52262.77164,0,0
15781589,751,52,8,131750.6284,2,0,1,179291.85,0,1
15732674,443,78,6,70438.01,2,0,1,56937.43,0,0
15642291,964,23,4,0.0,2,1,1,112239.03,0,0
15692761,718,36,9,0.0,1,1,0,45909.87,0,0
15578045,538,47,9,141434.04,2,0,0,173779.25,1,0
15745354,611,37,4,0.0,2,1,0,125696.26,0,1
15526624,668,37,10,152958.29,2,1,1,159585.61,0,1
15691625,537,41,3,138306.34,1,1,0,106761.47,0,0
15566594,709,23,10,0.0,2,0,0,129590.18,0,0
15760431,850,38,1,0.0,2,1,1,80006.65,0,0
15686302,374,31,3,124328.84,1,1,1,149806.9673,0,0
15801559,693,41,9,140667.3684,3,1,1,187929.43,0,0
15810432,705,35,8,0.0,1,1,0,167155.36,0,0
15809616,626,26,8,0.0,2,0,0,191420.71,0,0
15883262,487,61,5,110368.03,4,0,0,11384.45,1,1
15695632,556,39,9,89588.35,1,1,1,94898.1,0,1
15659843,643,46,6,0.0,2,0,0,106781.59,0,1
15615624,605,28,6,0.0,2,0,0,159508.52,0,1
15810418,756,60,3,115924.89,1,1,0,93524.19,1,0
15716186,586,38,2,0.0,4,1,0,87168.46,0,1
15674551,833,40,7,111756.5,1,1,0,8128.32,1,1
15622834,510,35,4,0.0,1,1,0,125518.32,0,1
15566111,596,39,9,0.0,1,1,0,48963.59,0,1
15784597,648,26,9,162923.85,1,0,0,98368.24,0,1
15652883,492,39,10,124576.65,2,1,0,148584.61,0,1
15806964,702,45,0,135816.8516,1,1,0,27474.81,0,0
15576313,451,45,9,71340.09,1,0,0,76192.21,0,1
15806467,568,40,1,99282.63,4,0,0,134600.94,1,0
15597602,619,57,3,137946.39,1,1,0,61225.54818,1,0
15743040,724,41,2,127892.57,2,0,1,199645.45,0,1
15705521,548,33,0,101084.36,1,1,0,42749.85,0,1
15775367,545,37,7,114754.08,1,1,0,136050.44,1,0
15799384,683,33,8,0.0,1,0,0,73564.44,0,0
15581197,762,51,4,99286.98,1,0,1,85578.63,0,0
15693737,627,30,4,79871.02,2,1,0,129826.89,0,1
15624623,516,35,10,104088.59,2,0,0,119666.0,0,0
15783501,800,38,2,170284.0137,2,0,0,68052.08,0,1
15690134,758,42,3,85679.25,1,1,1,99406.66853,0,0
15782735,626,35,3,0.0,1,0,0,80190.36,0,0
15611088,790,75,0,104516.1154,2,1,0,84126.75,0,0
15672145,534,34,7,121551.58,2,1,1,70179.0,0,1
15732628,745,46,2,122220.19,1,0,1,118024.1,0,0
15787470,553,47,3,116528.15,1,0,0,145704.19,1,0
15803406,748,26,1,77780.29,1,0,1,183049.41,0,1
15730460,722,37,4,0.0,1,0,0,120906.83,0,0
15644572,501,45,4,125832.2,3,1,1,100433.83,0,0
15694860,675,38,6,68065.8,1,0,0,138777.0,1,0
15658169,778,47,6,127299.34,2,1,0,124694.99,0,0
15794396,494,38,7,174937.64,1,1,0,40084.32,0,0
15785798,850,68,9,0.0,2,0,1,119232.33,0,0
15710825,592,31,7,110071.1,1,0,0,43921.36,0,0
15668444,590,44,3,139432.37,1,1,0,62222.81,0,1
15285942,758,39,6,127357.76,1,0,1,56577.0,0,0
15657770,506,36,5,102894.0398,3,0,0,44261.31359,0,1
15747960,733,33,3,0.0,1,1,1,7666.73,0,1
15634632,711,38,3,0.0,2,1,0,68487.51,0,1
15624989,514,43,1,95556.31,1,0,1,199273.98,1,1
15662976,637,46,8,0.0,2,1,1,3762.220103,0,0
15732778,468,29,1,111681.98,2,1,1,195711.16,0,0
15718443,539,39,3,0.0,2,1,0,36692.17,0,1
15670039,509,25,3,108738.71,2,1,0,106920.57,0,0
15773792,662,32,4,133950.37,1,0,1,83226.8301,1,1
15613786,818,26,4,0.0,2,1,1,167036.94,0,0
15726032,608,33,9,89968.69,1,0,0,68777.26,0,0
