userID,productID,returned,return_date
172,14,0,N/A
277,3,1,2026-02-03 00:00:00
249,149,1,2025-06-10 00:00:00
267,51,0,N/A
221,190,0,N/A
190,98,1,2025-07-13 00:00:00
162,154,0,N/A
217,55,0,N/A
213,135,1,2025-05-06 00:00:00
206,56,0,N/A
227,179,1,2026-03-11 00:00:00
270,141,0,N/A
198,45,0,N/A
120,77,0,N/A
260,179,0,N/A
257,29,1,2025-05-17 00:00:00
271,83,0,N/A
295,193,0,N/A
135,10,1,2025-08-14 00:00:00
165,71,1,2025-05-26 00:00:00
131,2,1,2025-06-26 00:00:00
235,59,1,2026-02-22 00:00:00
184,74,1,2025-10-12 00:00:00
217,195,0,N/A
118,193,0,N/A
138,65,1,2025-08-26 00:00:00
229,162,0,N/A
286,71,1,2025-05-23 00:00:00
139,148,1,2025-04-24 00:00:00
263,162,1,2025-05-10 00:00:00
238,81,0,N/A
177,111,0,N/A
168,7,1,2025-08-06 00:00:00
267,109,1,2025-09-20 00:00:00
135,93,0,N/A
121,136,1,2025-06-19 00:00:00
158,157,1,2025-06-01 00:00:00
127,177,0,N/A
228,75,0,N/A
195,60,0,N/A
185,68,0,N/A
266,124,0,N/A
294,84,0,N/A
124,198,1,2025-11-02 00:00:00
257,166,0,N/A
235,71,0,N/A
296,137,0,N/A
155,177,0,N/A
176,115,0,N/A
125,92,0,N/A
298,132,1,2025-07-15 00:00:00
197,98,0,N/A
290,33,0,N/A
130,130,1,2026-02-09 00:00:00
100,122,1,2025-09-02 00:00:00
127,98,1,2025-06-20 00:00:00
109,73,0,N/A
291,10,0,N/A
246,144,0,N/A
210,63,0,N/A
288,174,0,N/A
289,159,1,2025-10-16 00:00:00
258,137,1,2025-05-31 00:00:00
156,148,0,N/A
275,121,1,2025-04-15 00:00:00
243,14,0,N/A
221,25,1,2026-02-28 00:00:00
114,152,0,N/A
198,156,1,2026-03-05 00:00:00
160,15,1,2025-11-26 00:00:00
121,9,1,2025-12-26 00:00:00
143,54,0,N/A
277,190,0,N/A
119,157,0,N/A
197,133,1,2025-08-30 00:00:00
241,74,1,2025-07-17 00:00:00
171,189,0,N/A
128,128,0,N/A
224,36,0,N/A
125,70,0,N/A
291,86,1,2025-05-17 00:00:00
107,153,0,N/A
161,148,0,N/A
107,83,0,N/A
132,161,1,2025-11-08 00:00:00
300,140,1,2025-04-10 00:00:00
105,73,0,N/A
136,160,0,N/A
248,126,1,2025-11-16 00:00:00
231,13,1,2025-09-04 00:00:00
294,53,0,N/A
299,159,0,N/A
242,98,1,2025-10-08 00:00:00
107,120,0,N/A
293,147,1,2025-05-06 00:00:00
280,181,1,2025-11-10 00:00:00
261,21,1,2025-06-27 00:00:00
234,103,1,2025-07-08 00:00:00
119,187,0,N/A
121,131,1,2025-06-29 00:00:00
179,11,0,N/A
210,184,1,2025-10-12 00:00:00
119,153,0,N/A
149,83,1,2025-07-11 00:00:00
177,112,1,2026-01-19 00:00:00
131,17,1,2025-06-04 00:00:00
196,174,0,N/A
190,13,0,N/A
175,167,1,2025-04-23 00:00:00
203,119,0,N/A
289,18,1,2025-03-23 00:00:00
260,13,1,2025-11-08 00:00:00
110,180,0,N/A
288,178,1,2025-06-21 00:00:00
260,124,0,N/A
134,140,0,N/A
255,74,0,N/A
165,15,1,2025-10-21 00:00:00
250,116,1,2025-11-10 00:00:00
253,92,0,N/A
284,51,0,N/A
167,92,1,2025-09-06 00:00:00
300,88,0,N/A
262,62,0,N/A
139,103,0,N/A
187,196,1,2025-10-31 00:00:00
220,157,1,2026-01-15 00:00:00
135,40,1,2026-03-13 00:00:00
214,9,1,2025-11-10 00:00:00
263,18,1,2025-07-02 00:00:00
171,89,1,2025-07-02 00:00:00
186,1,1,2026-02-28 00:00:00
218,68,1,2025-07-14 00:00:00
297,174,0,N/A
169,33,1,2025-09-03 00:00:00
246,144,1,2025-12-04 00:00:00
276,107,0,N/A
129,117,1,2025-11-07 00:00:00
205,188,0,N/A
277,163,0,N/A
198,141,1,2025-11-27 00:00:00
143,116,0,N/A
127,4,1,2025-10-10 00:00:00
226,121,0,N/A
234,178,0,N/A
280,76,1,2025-09-05 00:00:00
231,140,0,N/A
157,7,0,N/A
298,49,1,2025-03-25 00:00:00
194,129,0,N/A
242,116,0,N/A
176,154,0,N/A
224,153,0,N/A
191,88,0,N/A
144,41,1,2025-09-22 00:00:00
251,130,1,2025-10-14 00:00:00
201,126,1,2026-02-16 00:00:00
235,31,0,N/A
114,90,0,N/A
297,54,1,2025-07-06 00:00:00
286,143,1,2026-01-12 00:00:00
291,78,0,N/A
100,44,1,2025-05-29 00:00:00
125,2,1,2026-02-09 00:00:00
135,94,1,2025-04-12 00:00:00
194,102,1,2025-04-25 00:00:00
144,80,1,2026-01-13 00:00:00
299,115,1,2025-06-14 00:00:00
155,83,1,2026-03-04 00:00:00
236,6,1,2025-08-23 00:00:00
179,75,1,2026-01-19 00:00:00
160,79,0,N/A
281,132,0,N/A
167,85,0,N/A
211,1,0,N/A
242,126,1,2025-07-31 00:00:00
222,144,1,2026-03-09 00:00:00
253,21,1,2025-06-28 00:00:00
266,25,0,N/A
150,97,1,2026-02-17 00:00:00
190,193,1,2026-01-21 00:00:00
280,37,0,N/A
196,164,1,2025-08-28 00:00:00
292,3,1,2025-04-09 00:00:00
176,94,1,2025-07-14 00:00:00
287,26,0,N/A
114,44,1,2025-08-03 00:00:00
112,179,1,2026-01-26 00:00:00
131,15,1,2026-02-12 00:00:00
146,64,1,2025-07-20 00:00:00
115,4,1,2025-05-21 00:00:00
197,123,0,N/A
189,101,0,N/A
138,164,1,2025-03-27 00:00:00
207,177,1,2026-02-09 00:00:00
217,84,1,2025-09-25 00:00:00
236,91,1,2025-08-18 00:00:00
290,100,1,2026-03-02 00:00:00
257,120,0,N/A
269,144,1,2026-01-22 00:00:00
267,79,1,2025-10-03 00:00:00
125,141,0,N/A
126,181,0,N/A
224,149,0,N/A
110,95,0,N/A
216,84,1,2026-02-12 00:00:00
100,95,1,2025-10-20 00:00:00
270,73,0,N/A
297,40,1,2025-04-13 00:00:00
279,51,1,2026-01-20 00:00:00
218,190,0,N/A
254,116,1,2025-04-17 00:00:00
146,84,0,N/A
283,33,1,2026-01-27 00:00:00
269,157,1,2025-03-26 00:00:00
124,74,1,2025-06-04 00:00:00
268,66,0,N/A
172,21,1,2026-01-24 00:00:00
209,128,0,N/A
140,116,1,2025-10-24 00:00:00
136,44,0,N/A
269,122,1,2025-04-03 00:00:00
247,53,1,2026-01-14 00:00:00
202,133,1,2026-03-02 00:00:00
156,130,0,N/A
203,184,1,2025-09-28 00:00:00
278,156,0,N/A
212,191,0,N/A
123,193,1,2025-10-29 00:00:00
109,90,0,N/A
271,105,0,N/A
230,107,0,N/A
207,105,0,N/A
288,8,1,2025-11-16 00:00:00
145,45,1,2025-11-17 00:00:00
233,107,1,2026-02-15 00:00:00
193,19,1,2025-11-21 00:00:00
167,106,1,2025-07-25 00:00:00
265,64,1,2025-08-22 00:00:00
206,197,1,2026-03-07 00:00:00
185,175,1,2025-11-09 00:00:00
109,124,1,2025-05-13 00:00:00
189,123,0,N/A
209,25,0,N/A
179,172,1,2025-09-07 00:00:00
129,196,1,2025-12-16 00:00:00
127,41,0,N/A
130,2,0,N/A
226,64,0,N/A
292,127,1,2025-08-10 00:00:00
125,130,1,2026-02-28 00:00:00
111,6,1,2025-12-30 00:00:00
241,58,0,N/A
242,6,1,2026-01-26 00:00:00
144,18,1,2025-10-01 00:00:00
128,38,0,N/A
170,142,1,2025-06-27 00:00:00
159,18,0,N/A
168,91,1,2025-06-16 00:00:00
195,152,1,2025-10-13 00:00:00
114,172,1,2025-09-16 00:00:00
177,120,1,2025-09-05 00:00:00
190,118,0,N/A
140,7,0,N/A
172,180,1,2025-10-22 00:00:00
214,29,1,2025-10-05 00:00:00
216,94,1,2026-03-15 00:00:00
147,188,1,2026-02-12 00:00:00
173,122,0,N/A
149,95,1,2025-08-14 00:00:00
204,136,0,N/A
298,126,0,N/A
153,41,1,2025-04-28 00:00:00
180,176,1,2025-09-18 00:00:00
271,180,1,2025-03-23 00:00:00
285,88,1,2025-08-26 00:00:00
191,147,0,N/A
290,117,1,2025-11-27 00:00:00
185,70,1,2025-12-06 00:00:00
238,145,1,2025-07-02 00:00:00
285,117,0,N/A
158,96,1,2025-05-05 00:00:00
207,152,1,2025-10-30 00:00:00
111,190,0,N/A
282,176,0,N/A
115,66,0,N/A
161,168,1,2025-09-28 00:00:00
132,62,1,2025-08-20 00:00:00
264,144,0,N/A
274,21,0,N/A
189,73,1,2025-10-03 00:00:00
129,47,1,2025-10-21 00:00:00
138,16,0,N/A
191,125,0,N/A
238,101,0,N/A
250,87,0,N/A
108,194,1,2025-07-04 00:00:00
235,132,0,N/A
111,39,1,2025-09-25 00:00:00
258,30,1,2026-02-03 00:00:00
222,80,1,2025-05-27 00:00:00
110,182,1,2025-08-25 00:00:00
175,70,0,N/A
273,111,0,N/A
104,68,0,N/A
161,63,0,N/A
155,196,0,N/A
262,21,0,N/A
113,173,1,2026-03-11 00:00:00
247,138,0,N/A
151,62,1,2025-10-06 00:00:00
285,69,1,2025-04-03 00:00:00
114,186,0,N/A
179,86,1,2025-12-18 00:00:00
259,23,1,2025-10-13 00:00:00
249,50,1,2026-03-16 00:00:00
250,17,0,N/A
199,66,1,2026-03-06 00:00:00
171,129,0,N/A
160,36,1,2025-10-16 00:00:00
247,67,0,N/A
111,148,1,2025-11-26 00:00:00
100,162,1,2025-05-17 00:00:00
177,53,0,N/A
203,90,1,2025-06-23 00:00:00
160,172,1,2025-06-23 00:00:00
234,21,0,N/A
261,173,0,N/A
254,4,0,N/A
286,14,0,N/A
210,29,1,2025-12-19 00:00:00
157,58,1,2025-07-09 00:00:00
135,163,0,N/A
147,71,1,2025-07-22 00:00:00
214,167,1,2025-09-08 00:00:00
292,102,1,2025-03-30 00:00:00
226,43,1,2025-07-04 00:00:00
217,157,0,N/A
192,114,0,N/A
250,63,1,2025-12-19 00:00:00
175,127,1,2025-08-30 00:00:00
167,90,1,2025-05-28 00:00:00
205,68,0,N/A
106,41,0,N/A
188,32,1,2025-09-01 00:00:00
156,13,0,N/A
255,82,1,2026-02-13 00:00:00
237,160,0,N/A
199,135,1,2025-11-09 00:00:00
199,61,1,2025-11-11 00:00:00
280,34,1,2025-04-18 00:00:00
272,26,0,N/A
199,150,0,N/A
112,55,0,N/A
152,165,1,2026-03-05 00:00:00
174,90,1,2025-09-24 00:00:00
254,177,1,2025-06-11 00:00:00
216,158,1,2026-02-13 00:00:00
275,55,0,N/A
238,139,0,N/A
206,90,0,N/A
109,111,1,2025-08-21 00:00:00
282,18,1,2025-07-10 00:00:00
166,18,0,N/A
221,75,1,2026-02-23 00:00:00
281,149,0,N/A
295,166,0,N/A
120,96,1,2026-01-17 00:00:00
163,27,0,N/A
207,33,0,N/A
136,157,0,N/A
122,33,0,N/A
279,113,0,N/A
293,182,1,2026-03-02 00:00:00
206,27,1,2025-04-14 00:00:00
188,137,0,N/A
112,151,0,N/A
116,168,1,2026-01-15 00:00:00
143,145,1,2025-08-16 00:00:00
104,184,0,N/A
157,121,1,2025-12-03 00:00:00
199,179,1,2025-10-31 00:00:00
275,160,0,N/A
132,109,1,2025-08-30 00:00:00
147,141,1,2025-03-25 00:00:00
118,20,0,N/A
242,83,0,N/A
149,150,0,N/A
134,74,1,2025-08-08 00:00:00
230,20,0,N/A
128,187,0,N/A
138,35,1,2025-05-31 00:00:00
114,165,1,2025-03-20 00:00:00
167,30,1,2025-10-20 00:00:00
189,58,1,2026-02-14 00:00:00
259,58,1,2025-06-10 00:00:00
233,28,0,N/A
221,37,1,2025-06-10 00:00:00
150,191,1,2025-05-17 00:00:00
133,187,0,N/A
250,60,1,2026-02-24 00:00:00
219,27,0,N/A
223,86,0,N/A
198,13,0,N/A
171,77,1,2025-10-09 00:00:00
239,8,1,2025-06-17 00:00:00
289,24,0,N/A
136,163,0,N/A
209,186,1,2025-05-27 00:00:00
172,133,0,N/A
222,176,0,N/A
276,193,0,N/A
139,99,1,2025-08-29 00:00:00
162,29,0,N/A
229,163,0,N/A
259,16,1,2025-07-17 00:00:00
292,70,1,2026-03-05 00:00:00
247,20,1,2025-04-13 00:00:00
288,90,1,2025-09-26 00:00:00
163,10,0,N/A
256,1,0,N/A
122,46,1,2025-10-03 00:00:00
134,81,1,2025-08-14 00:00:00
276,35,1,2025-05-14 00:00:00
184,184,1,2026-01-16 00:00:00
104,9,0,N/A
250,182,1,2025-12-17 00:00:00
213,99,0,N/A
209,106,1,2025-11-25 00:00:00
299,198,1,2026-01-19 00:00:00
242,90,0,N/A
223,29,1,2025-06-14 00:00:00
241,123,1,2026-01-04 00:00:00
111,10,0,N/A
115,125,0,N/A
281,35,1,2025-05-29 00:00:00
185,188,0,N/A
147,31,0,N/A
191,100,1,2025-06-21 00:00:00
196,54,1,2025-05-12 00:00:00
213,54,1,2025-09-20 00:00:00
146,35,1,2025-07-04 00:00:00
244,159,1,2025-04-26 00:00:00
172,106,1,2025-06-23 00:00:00
190,131,1,2025-06-05 00:00:00
156,11,0,N/A
300,195,1,2026-02-20 00:00:00
145,159,0,N/A
279,31,0,N/A
158,31,1,2025-07-26 00:00:00
205,151,0,N/A
172,45,0,N/A
140,81,0,N/A
221,34,0,N/A
183,76,0,N/A
181,14,1,2025-04-18 00:00:00
113,173,0,N/A
156,70,0,N/A
180,164,1,2025-07-18 00:00:00
290,106,0,N/A
224,54,1,2025-09-19 00:00:00
106,82,1,2025-07-17 00:00:00
110,151,0,N/A
250,161,1,2025-04-15 00:00:00
181,134,1,2026-02-26 00:00:00
174,36,0,N/A
269,155,0,N/A
224,66,0,N/A
183,75,1,2025-10-21 00:00:00
157,158,0,N/A
219,83,1,2025-12-24 00:00:00
214,118,1,2025-11-24 00:00:00
256,103,1,2025-10-27 00:00:00
148,171,0,N/A
155,100,0,N/A
236,131,1,2025-07-30 00:00:00
226,161,0,N/A
196,39,1,2025-08-22 00:00:00
275,175,1,2025-04-04 00:00:00
133,143,0,N/A
281,49,1,2025-06-12 00:00:00
111,4,1,2025-08-28 00:00:00
214,51,1,2026-01-29 00:00:00
183,32,0,N/A
202,70,1,2025-07-31 00:00:00
152,69,1,2025-09-20 00:00:00
205,129,1,2025-06-25 00:00:00
230,124,0,N/A
217,179,1,2025-10-14 00:00:00
134,197,1,2025-06-19 00:00:00
277,20,1,2025-12-21 00:00:00
279,33,0,N/A
194,151,0,N/A
208,146,0,N/A
208,178,1,2025-09-18 00:00:00
218,158,1,2025-06-16 00:00:00
219,128,1,2025-08-29 00:00:00
292,128,0,N/A
166,136,1,2025-10-27 00:00:00
278,171,1,2026-03-07 00:00:00
193,117,0,N/A
154,75,1,2025-08-04 00:00:00
114,140,1,2026-02-28 00:00:00
196,186,1,2025-03-20 00:00:00
257,122,0,N/A
105,24,0,N/A
293,97,0,N/A
200,200,1,2025-07-20 00:00:00
168,46,1,2025-07-15 00:00:00
289,102,0,N/A
297,196,0,N/A
214,9,1,2026-01-25 00:00:00
165,143,1,2025-05-21 00:00:00
210,76,0,N/A
119,3,0,N/A
214,153,0,N/A
113,146,1,2025-05-02 00:00:00
253,61,1,2025-09-03 00:00:00
263,155,0,N/A
167,119,1,2025-06-22 00:00:00
276,35,1,2025-10-30 00:00:00
235,129,1,2025-07-03 00:00:00
149,47,1,2025-05-15 00:00:00
155,49,1,2025-09-22 00:00:00
279,182,1,2025-07-03 00:00:00
286,125,1,2025-05-08 00:00:00
193,42,0,N/A
188,104,1,2025-05-08 00:00:00
167,190,0,N/A
122,88,1,2025-06-08 00:00:00
207,165,0,N/A
162,133,0,N/A
208,91,1,2025-12-17 00:00:00
281,121,1,2025-03-21 00:00:00
300,131,0,N/A
172,76,1,2026-01-17 00:00:00
103,78,1,2025-04-17 00:00:00
123,192,1,2025-04-08 00:00:00
118,83,0,N/A
119,188,1,2025-03-24 00:00:00
198,19,0,N/A
244,19,1,2025-05-11 00:00:00
211,117,0,N/A
178,178,0,N/A
175,31,0,N/A
136,140,0,N/A
222,141,0,N/A
270,103,1,2025-09-30 00:00:00
106,189,0,N/A
234,104,0,N/A
126,175,0,N/A
133,82,1,2025-06-11 00:00:00
117,188,1,2026-01-15 00:00:00
241,158,0,N/A
211,128,0,N/A
151,37,0,N/A
188,81,1,2025-08-18 00:00:00
149,137,0,N/A
156,149,1,2026-02-15 00:00:00
116,192,1,2025-11-26 00:00:00
295,25,1,2025-07-22 00:00:00
199,149,1,2025-08-24 00:00:00
153,1,0,N/A
108,9,1,2025-06-06 00:00:00
101,28,0,N/A
183,81,1,2026-02-04 00:00:00
188,84,1,2025-12-15 00:00:00
195,132,1,2026-03-15 00:00:00
206,131,0,N/A
209,13,0,N/A
178,10,0,N/A
296,165,0,N/A
240,44,1,2026-03-13 00:00:00
280,116,1,2025-07-27 00:00:00
177,187,1,2026-03-09 00:00:00
200,176,0,N/A
127,186,0,N/A
212,161,1,2025-11-11 00:00:00
156,99,0,N/A
151,107,0,N/A
124,24,0,N/A
121,24,0,N/A
117,90,0,N/A
160,118,1,2026-01-21 00:00:00
247,105,0,N/A
227,58,1,2025-10-03 00:00:00
212,118,1,2025-12-24 00:00:00
159,58,0,N/A
178,179,1,2025-04-03 00:00:00
223,136,0,N/A
300,138,1,2026-01-14 00:00:00
290,84,1,2025-10-26 00:00:00
290,20,0,N/A
108,185,0,N/A
223,130,1,2025-06-15 00:00:00
172,144,0,N/A
194,67,0,N/A
104,105,1,2025-08-30 00:00:00
226,129,1,2025-04-26 00:00:00
172,116,1,2025-05-04 00:00:00
162,181,1,2025-09-06 00:00:00
128,163,1,2026-01-22 00:00:00
154,65,0,N/A
237,50,0,N/A
256,23,1,2025-08-01 00:00:00
130,101,1,2025-04-14 00:00:00
168,57,0,N/A
157,64,1,2025-07-26 00:00:00
246,120,1,2026-02-12 00:00:00
129,150,0,N/A
227,185,1,2026-03-04 00:00:00
122,200,1,2026-02-16 00:00:00
112,178,1,2026-02-19 00:00:00
247,56,1,2025-08-27 00:00:00
236,79,1,2026-03-07 00:00:00
261,189,1,2026-02-17 00:00:00
102,2,0,N/A
286,112,0,N/A
183,85,0,N/A
245,55,0,N/A
260,84,1,2026-02-01 00:00:00
103,28,1,2025-11-18 00:00:00
269,15,1,2026-02-19 00:00:00
132,69,0,N/A
217,79,1,2025-04-24 00:00:00
211,167,1,2025-06-26 00:00:00
195,112,0,N/A
125,187,0,N/A
164,59,1,2026-02-07 00:00:00
295,109,1,2025-07-09 00:00:00
100,126,0,N/A
186,146,0,N/A
102,59,0,N/A
290,107,0,N/A
192,40,1,2025-06-11 00:00:00
123,62,1,2025-08-05 00:00:00
288,122,1,2025-11-20 00:00:00
191,112,1,2025-05-04 00:00:00
223,10,1,2025-08-18 00:00:00
290,178,0,N/A
